unique_id,core_id,citing_title,citing_author,cited_title,cited_author,citation_context,citation_class_label
450,D12-1037,a holistic lexiconbased approach to opinion mining,,nearoptimal hashing algorithms for approximate nearest neighbor in high dimensions,"['Alexandr Andoni', 'Piotr Indyk']","Actually , if we use LSH technique ( Andoni and Indyk , 2008 ) in retrieval process , the local method can be easily scaled to a larger training data .",5
451,J05-3003,a holistic lexiconbased approach to opinion mining,,the automatic acquisition of frequencies of verb subcategorization frames from tagged corpora,"['Akira Ushioda', 'David Evans', 'Ted Gibson', 'Alex Waibel']","Many lexicons , both automatically acquired and manually created , are more fine grained in their approaches to subcategorized clausal arguments , differentiating , for example , between a that-clause and a to + infinitive clause ( Ushioda et al. 1993 ) .",0
452,D13-1115,a holistic lexiconbased approach to opinion mining,,learning to interpret natural language navigation instructions from observations,"['David L Chen', 'Raymond J Mooney']","Others provide automatic mappings of natural language instructions to executable actions , such as interpreting navigation directions ( Chen and Mooney , 2011 ) or robot commands ( Tellex et al. , 2011 ; Matuszek et al. , 2012 ) .",0
453,P10-2059,a holistic lexiconbased approach to opinion mining,,coefficient kappa some uses misuses and alternatives,"['Robert L Brennan', 'Dale J Prediger']","Agreement between two annotation sets is calculated here in terms of Cohen 's kappa ( Cohen , 1960 ) 1 and corrected kappa ( Brennan and Prediger , 1981 ) 2 .",2
454,J07-1005,a holistic lexiconbased approach to opinion mining,,the interaction of domain knowledge and linguistic structure in natural language processing interpreting hypernymic propositions in biomedical text,"['Thomas C Rindflesch', 'Marcelo Fiszman']","Second , software for utilizing this ontology already exists : MetaMap ( Aronson 2001 ) identifies concepts in free text , and SemRep ( Rindflesch and Fiszman 2003 ) extracts relations between the concepts .",0
455,W03-0806,a holistic lexiconbased approach to opinion mining,,bootstrapping postaggers using unlabelled data,"['Stephen Clark', 'James R Curran', 'Miles Osborne']","The implementation has been inspired by experience in extracting information from very large corpora ( Curran and Moens , 2002 ) and performing experiments on maximum entropy sequence tagging ( Curran and Clark , 2003 ; Clark et al. , 2003 ) .",3
456,D13-1115,a holistic lexiconbased approach to opinion mining,,im2text describing images using 1 million captioned photographs,"['Vicente Ordonez', 'Girish Kulkarni', 'Tamara L Berg']","Some efforts have tackled tasks such as automatic image caption generation ( Feng and Lapata , 2010a ; Ordonez et al. , 2011 ) , text illustration ( Joshi et al. , 2006 ) , or automatic location identification of Twitter users ( Eisenstein et al. , 2010 ; Wing and Baldridge , 2011 ; Roller et al. , 2012 ) .",0
457,W05-0709,a holistic lexiconbased approach to opinion mining,,automatic content extraction,['ACE'],"These types of features result in an improvement in both the mention detection and coreference resolution performance , as shown through experiments on the ACE 2004 Arabic data .",2
458,W06-1705,a holistic lexiconbased approach to opinion mining,,google as a corpus tool in,['T Robb'],"The use of the web as a corpus for teaching and research on language has been proposed a number of times ( Kilgarriff , 2001 ; Robb , 2003 ; Rundell , 2000 ; Fletcher , 2001 , 2004b ) and received a special issue of the journal Computational Linguistics ( Kilgarriff and Grefenstette , 2003 ) .",0
459,E03-1005,a holistic lexiconbased approach to opinion mining,,discriminative reranking for natural language parsing,['M Collins'],"But while Bod 's estimator obtains state-of-the-art results on the WSJ , comparable to Charniak ( 2000 ) and Collins ( 2000 ) , Bonnema et al. 's estimator performs worse and is comparable to Collins ( 1996 ) .",0
460,W03-0806,a holistic lexiconbased approach to opinion mining,,scaling context space,"['James R Curran', 'Marc Moens']","The implementation has been inspired by experience in extracting information from very large corpora ( Curran and Moens , 2002 ) and performing experiments on maximum entropy sequence tagging ( Curran and Clark , 2003 ; Clark et al. , 2003 ) .",3
461,D13-1115,a holistic lexiconbased approach to opinion mining,,models of semantic representation with visual attributes,"['Carina Silberer', 'Vittorio Ferrari', 'Mirella Lapata']","Another line of research approaches grounded language knowledge by augmenting distributional approaches of word meaning with perceptual information ( Andrews et al. , 2009 ; Steyvers , 2010 ; Feng and Lapata , 2010b ; Bruni et al. , 2011 ; Silberer and Lapata , 2012 ; Johns and Jones , 2012 ; Bruni et al. , 2012a ; Bruni et al. , 2012b ; Silberer et al. , 2013 ) .",0
462,D08-1004,a holistic lexiconbased approach to opinion mining,,headdriven statistical models for natural language parsing,['Michael Collins'],"14We parse each sentence with the Collins parser ( Collins , 1999 ) .",2
463,W10-1710,a holistic lexiconbased approach to opinion mining,,chunkbased verb reordering in vso sentences for arabicenglish statistical machine translation,"['Arianna Bisazza', 'Marcello Federico']","Encouraged by the success of chunk-based verb reordering lattices on ArabicEnglish ( Bisazza and Federico , 2010 ) , we tried to adapt the same approach to the German-English language pair .",3
464,P13-3018,a holistic lexiconbased approach to opinion mining,,morphological decomposition and the reverse base frequency effect,['M Taft'],"We followed the same experimental procedure as discussed in ( Taft , 2004 ) for English polymorphemic words .",2
465,W06-1639,a holistic lexiconbased approach to opinion mining,,thumbs up sentiment classification using machine learning techniques,"['B Pang', 'L Lee', 'S Vaithyanathan']","In our experiments , we employed the well-known classifier SVM `` ght to obtain individual-document classification scores , treating Y as the positive class and using plain unigrams as features .5 Following standard practice in sentiment analysis ( Pang et al. , 2002 ) , the input to SVM `` ght consisted of normalized presence-of-feature ( rather than frequency-of-feature ) vectors .",2
466,J86-1002,a holistic lexiconbased approach to opinion mining,,relaxation techniques for parsing grammatically illformed input in natural language understanding systems,"['S Kwasny', 'N Sondheimer']","The problem of handling ill-formed input has been studied by Carbonell and Hayes ( 1983 ) , Granger ( 1983 ) , Jensen et al. ( 1983 ) , Kwasny and Sondheimer ( 1981 ) , Riesbeck and Schank ( 1976 ) , Thompson ( 1980 ) , Weischedel and Black ( 1980 ) , and Weischedel and Sondheimer ( 1983 ) .",4
467,W04-0910,a holistic lexiconbased approach to opinion mining,,un outil multilingue de generation de ltag  application au francais et a l’italien,['M H Candito'],"To address this problem , we are currently working on developing a metagrammar in the sense of ( Candito , 1999 ) .",5
468,J90-3003,a holistic lexiconbased approach to opinion mining,,aspects of the theory of syntax,['N Chomsky'],"Sentences like 12 , from Chomsky ( 1965 ) , are frequently cited .",0
469,D08-1034,a holistic lexiconbased approach to opinion mining,,annotating the propositions in the penn chinese treebank,"['Nianwen Xue', 'Martha Palmer']","After the PropBank ( Xue and Palmer 2003 ) was built , Xue and Palmer ( 2005 ) and Xue ( 2008 ) have produced more complete and systematic research on Chinese SRL .",0
470,K15-1003,a holistic lexiconbased approach to opinion mining,,bayesian inference for pcfgs via markov chain monte carlo,"['Mark Johnson', 'Thomas Griffiths', 'Sharon Goldwater']","In order to estimate the parameters of our model , we develop a blocked sampler based on that of Johnson et al. ( 2007 ) to sample parse trees for sentences in the raw training corpus according to their posterior probabilities .",2
471,J05-3003,a holistic lexiconbased approach to opinion mining,,statistical decision tree models for parsing,['David Magerman'],The extraction procedure utilizes a head percolation table as introduced by Magerman ( 1995 ) in combination with a variation of Collins 's ( 1997 ) approach to the differentiation between complement and adjunct .,0
472,J00-2005,a holistic lexiconbased approach to opinion mining,,the linguistic basis of text generation,['Laurence Danlos'],Many other such cases are described in Danlos 's book ( Danlos 1987 ) .,0
473,A00-1021,a holistic lexiconbased approach to opinion mining,,disambiguation of proper names in text,"['Nina Wacholder', 'Yael Ravin', 'Misook Choi']","â¢ Before indexing the text , we process it with Textract ( Byrd and Ravin , 1998 ; Wacholder et al. , 1997 ) , which performs lemmatization , and discovers proper names and technical terms .",2
474,J13-1008,a holistic lexiconbased approach to opinion mining,,arabic tokenization partofspeech tagging and morphological disambiguation in one fell swoop,"['Nizar Habash', 'Owen Rambow']","Therefore , we repeated the experiments with POS tags predicted by the MADA toolkit ( Habash and Rambow 2005 ; Habash , Rambow , and Roth 2012 ) 15 ( see Table 2 , 14 Some parsers predict POS tags internally , instead of receiving them as input , but this is not the case in this article .",2
475,D08-1034,a holistic lexiconbased approach to opinion mining,,automatic semantic role labeling for chinese verbs,"['Nianwen Xue', 'Martha Palmer']","Experiments on Chinese SRL ( Xue and Palmer 2005 , Xue 2008 ) reassured these findings .",3
476,W03-0806,a holistic lexiconbased approach to opinion mining,,maximum entropy models for natural language ambiguity resolution,['Adwait Ratnaparkhi'],"An example of this is the estimation of maximum entropy models , from simple iterative estimation algorithms used by Ratnaparkhi ( 1998 ) that converge very slowly , to complex techniques from the optimisation literature that converge much more rapidly ( Malouf , 2002 ) .",0
477,W06-1104,a holistic lexiconbased approach to opinion mining,,evaluating wordnetbased measures of semantic distance,"['Alexander Budanitsky', 'Graeme Hirst']","According to Budanitsky and Hirst ( 2006 ) , there are three prevalent approaches for evaluating SR measures : mathematical analysis , applicationspecific evaluation and comparison with human judgments .",0
478,W14-1704,a holistic lexiconbased approach to opinion mining,,algorithm selection and model adaptation for esl correction tasks,"['A Rozovskaya', 'D Roth']","The choice of learning algorithm for each classifier is motivated by earlier findings showing that discriminative classifiers outperform other machine-learning methods on error correction tasks ( Rozovskaya and Roth , 2011 ) .",3
479,W04-1610,a holistic lexiconbased approach to opinion mining,,a reexamination of text categorization methods”,"['Y Yang', 'X Liu']","A good study comparing document categorization algorithms can be found in ( Yang and Liu , 1999 ) .",0
480,P02-1001,a holistic lexiconbased approach to opinion mining,,an inequality and associated maximization technique in statistical estimation of probabilistic functions of a markov process,['L E Baum'],"For HMMs ( footnote 11 ) , Ti is the familiar trellis , and we would like this computation of ti to reduce to the forwardbackward algorithm ( Baum , 1972 ) .",0
481,E12-1068,a holistic lexiconbased approach to opinion mining,,productive generation of compound words in statistical machine translation,"['Sara Stymne', 'Nicola Cancedda']","We follow Stymne and Cancedda ( 2011 ) , for compound merging .",2
482,J92-1004,a holistic lexiconbased approach to opinion mining,,the case for casequot in universals in linguistic theory,['C J Fillmore'],Semantic filters can also be used to prevent multiple versions of the same case frame ( Fillmore 1968 ) showing up as complements .,2
483,W04-1805,a holistic lexiconbased approach to opinion mining,,termextraction using nontechnical corpora as a point of leverage,['Patrick Drouin'],The terms have been identified as the most specific to our corpus by a program developed by Drouin ( 2003 ) and called TER1vloSTAT .,2
484,J13-1008,a holistic lexiconbased approach to opinion mining,,algorithms for deterministic incremental dependency parsing,['Joakim Nivre'],"For statistical significance , we use McNemar 's test on non-gold LAS , as implemented by Nilsson and Nivre ( 2008 ) .",2
485,P02-1001,a holistic lexiconbased approach to opinion mining,,a rational design for a weighted finitestate transducer library,"['M Mohri', 'F Pereira', 'M Riley']","The availability of toolkits for this weighted case ( Mohri et al. , 1998 ; van Noord and Gerdemann , 2001 ) promises to unify much of statistical NLP .",0
486,J00-4002,a holistic lexiconbased approach to opinion mining,,monotonic semantic interpretation,"['Hiyan Alshawi', 'Richard Crouch']","tionally reconstructed by Alshawi and Crouch ( 1992 ) and Crouch and Putman ( 1994 ) , the context-independent meaning of a sentence is given by one or more QLFs that are built directly from syntactic and semantic rules .",4
487,K15-1002,a holistic lexiconbased approach to opinion mining,,understanding the value of features for coreference resolution,"['E Bengtson', 'D Roth']","We use a standard split of 268 training documents , 68 development documents , and 106 testing documents ( Culotta et al. , 2007 ; Bengtson and Roth , 2008 ) .",2
488,E12-1068,a holistic lexiconbased approach to opinion mining,,failures in englishczech phrasebased mt,"['Ondˇrej Bojar', 'Kamil Kos']",Bojar and Kos ( 2010 ) improved on this by marking prepositions with the case they mark ( one of the most important markups in our system ) .,4
489,J00-2014,a holistic lexiconbased approach to opinion mining,,efficient generation in primitive optimality theory,['Jason Eisner'],But typical OT grammars offer much richer finite-state models of left context ( Eisner 1997a ) than provided by the traditional HMM finite-state topologies .,0
490,W03-0806,a holistic lexiconbased approach to opinion mining,,a rational design for a weighted finitestate transducer library,"['Mehryar Mohri', 'Fernando C N Pereira', 'Michael Riley']","Other tools have been designed around particular techniques , such as finite state machines ( Karttunen et al. , 1997 ; Mohri et al. , 1998 ) .",0
491,W10-4005,a holistic lexiconbased approach to opinion mining,,utilizing citations of foreign words in corpusbased dictionary generation,"['Reinhard Rapp', 'Michael Zock']",This contrasts with the findings described in Rapp & Zock ( 2010 ) where significant improvements could be achieved by increasing the number of source languages .,4
492,J06-2002,a holistic lexiconbased approach to opinion mining,,principles of categorization,['Eleanor Rosch'],"The function selects the Value that removes most distractors , but in case of a tie , the least specific contestant is chosen , as long as it is not less specific than the basic-level Value ( i.e. , the most commonly occurring and psychologically most fundamental level , Rosch 1978 ) .",0
493,W06-1104,a holistic lexiconbased approach to opinion mining,,evaluating wordnetbased measures of semantic distance,"['Alexander Budanitsky', 'Graeme Hirst']",Budanitsky and Hirst ( 2006 ) pointed out that distribution plots of judgments for the word pairs used by Rubenstein and Goodenough display an empty horizontal band that could be used to separate related and unrelated pairs .,4
494,J00-2001,a holistic lexiconbased approach to opinion mining,,has a consensus nl generation architecture appeared and is it psycholinguistically plausible,['Ehud Reiter'],"In fact , Reiter has even argued in favor of this approach , claiming that the interactions are sufficiently minor to be ignored ( or at least handled on an ad hoc basis ) ( Reiter 1994 ) .",0
495,D11-1138,a holistic lexiconbased approach to opinion mining,,reranking and selftraining for parser adaptation,"['D McClosky', 'E Charniak', 'M Johnson']","The method is called targeted self-training as it is similar in vein to self-training ( McClosky et al. , 2006 ) , with the exception that the new parse data is targeted to produce accurate word reorderings .",4
496,D10-1074,a holistic lexiconbased approach to opinion mining,,what do we know about conversation participants experiments on conversation entailment,"['Chen Zhang', 'Joyce Chai']","In our previous work ( Zhang and Chai , 2009 ) , we started an initial investigation on conversation entailment .",1
497,P13-3018,a holistic lexiconbased approach to opinion mining,,causal chains and compound verbsquot,['E Bashir'],Bashir ( 1993 ) tried to construct a semantic analysis based on `` prepared '' and `` unprepared mind '' .,0
498,A00-1019,a holistic lexiconbased approach to opinion mining,,a corpusbased approach to automatic compound extraction,"['Keh-Yih Su', 'Ming-Wen Wu', 'Jing-Shin Chang']","It is also possible to focus on non-compositional compounds , a key point in bilingual applications ( Su et al. , 1994 ; Melamed , 1997 ; Lin , 99 ) .",0
499,W04-1610,a holistic lexiconbased approach to opinion mining,,a computational morphology system for arabic”,"['R Al-Shalabi', 'M Evens']","This is mainly due to the fact that Arabic is a non-concatenative language ( Al-Shalabi and Evens , 1998 ) , and that the stem/infix obtained by suppression of infix and prefix add-ons is not the same for words derived from the same origin called the root .",0
500,J07-1005,a holistic lexiconbased approach to opinion mining,,issues in stacked generalization,"['Kai Ming Ting', 'Ian H Witten']","ear regression adapted for classification ( Ting and Witten 1999 ) , which can be described by the following equation :",2
501,P02-1001,a holistic lexiconbased approach to opinion mining,,learning string edit distance,"['E Ristad', 'P Yianilos']","For example , the forward-backward algorithm ( Baum , 1972 ) trains only Hidden Markov Models , while ( Ristad and Yianilos , 1996 ) trains only stochastic edit distance .",0
502,N01-1010,a holistic lexiconbased approach to opinion mining,,automatic extraction of systematic polysemy using treecut,['N Tomuro'],"Using the tree-cut technique described above , our previous work ( Tomuro , 2000 ) extracted systematic polysemy from WordNet .",1
503,D12-1037,a holistic lexiconbased approach to opinion mining,,optimal search for minimum error rate training,"['Michel Galley', 'Chris Quirk']","( Och and Ney , 2002 ; Blunsom et al. , 2008 ) used maximum likelihood estimation to learn weights for MT. ( Och , 2003 ; Moore and Quirk , 2008 ; Zhao and Chen , 2009 ; Galley and Quirk , 2011 ) employed an evaluation metric as a loss function and directly optimized it .",4
504,J09-4010,a holistic lexiconbased approach to opinion mining,,the design implementation and use of computational linguistics volume 35 number 4 the ngram statistics package in cicling,"['S Banerjee', 'T Pedersen']","5 Significant bigrams are obtained using the n-gram statistics package NSP ( Banerjee and Pedersen 2003 ) , which offers statistical tests to decide whether to accept or reject the null hypothesis regarding a bigram ( that it is not a collocation ) .",2
505,N10-1084,a holistic lexiconbased approach to opinion mining,,the syntax of concealment reliable methods for plain text information hiding,"['Brian Murphy', 'Carl Vogel']","Liu et al. ( 2005 ) , Meral et al. ( 2007 ) , Murphy ( 2001 ) , Murphy and Vogel ( 2007 ) and Topkara et al. ( 2006a ) all belong to the syntactic transformation category .",0
506,D09-1056,a holistic lexiconbased approach to opinion mining,,multidocument statistical fact extraction and fusion,['Gideon S Mann'],"2The WePS-1 corpus includes data from the Web03 testbed ( Mann , 2006 ) which follows similar annotation guidelines , although the number of document per ambiguous name is more variable .",2
507,D12-1037,a holistic lexiconbased approach to opinion mining,,local learning algorithms,"['L´eon Bottou', 'Vladimir Vapnik']","The local training method ( Bottou and Vapnik , 1992 ) is widely employed in computer vision ( Zhang et al. , 2006 ; Cheng et al. , 2010 ) .",0
508,W03-0806,a holistic lexiconbased approach to opinion mining,,scaling context space,"['James R Curran', 'Marc Moens']","Recent work ( Banko and Brill , 2001 ; Curran and Moens , 2002 ) has suggested that some tasks will benefit from using significantly more data .",0
509,W01-0706,a holistic lexiconbased approach to opinion mining,,parsing by chunks,['S P Abney'],"Rather than producing a complete analysis of sentences , the alternative is to perform only partial analysis of the syntactic structures in a text ( Harris , 1957 ; Abney , 1991 ; Greffenstette , 1993 ) .",0
510,J07-1005,a holistic lexiconbased approach to opinion mining,,analysis of semantic classes in medical text for question answering,"['Yun Niu', 'Graeme Hirst']",The feasibility of automatically identifying outcome statements in secondary sources has been demonstrated by Niu and Hirst ( 2004 ) .,4
511,J10-3007,a holistic lexiconbased approach to opinion mining,,a systematic comparison of various statistical alignment models,"['Franz Josef Och', 'Hermann Ney']",The standard approach is to train two models independently and then intersect their predictions ( Och and Ney 2003 ) .,4
512,D13-1115,a holistic lexiconbased approach to opinion mining,,integrating experiential and distributional data to learn semantic representations,"['Mark Andrews', 'Gabriella Vigliocco', 'David Vinson']","We use the same method as Andrews et al. ( 2009 ) for generating our multimodal corpora : for each word token in the text corpus , a feature is selected stochastically from the word 's feature distribution , creating a word-feature pair .",2
513,D08-1007,a holistic lexiconbased approach to opinion mining,,isp learning inferential selectional preferences,"['Patrick Pantel', 'Rahul Bhagat', 'Bonaventura Coppola', 'Timothy Chklovski', 'Eduard Hovy']",MI was also recently used for inference-rule SPs by Pantel et al. ( 2007 ) .,0
514,D08-1066,a holistic lexiconbased approach to opinion mining,,an iterativelytrained segmentationfree phrase translation model for statistical machine translation,['Quirk'],"Based on this advise ( Moore and Quirk , 2007 ) exclude the latent segmentation variables and opt for a heuristic training procedure .",4
515,W03-0806,a holistic lexiconbased approach to opinion mining,,building a large annotated corpus of english the penn treebank computational linguistics,"['Mitchell Marcus', 'Beatrice Santorini', 'Mary Marcinkiewicz']","For example , 10 million words of the American National Corpus ( Ide et al. , 2002 ) will have manually corrected POS tags , a tenfold increase over the Penn Treebank ( Marcus et al. , 1993 ) , currently used for training POS taggers .",0
516,P02-1001,a holistic lexiconbased approach to opinion mining,,iterative methods for solving linear systems,['Anne Greenbaum'],"The forward and backward probabilities , p0j and pkn , can be computed using single-source algebraic path for the simpler semiring ( R , + , x , â ) -- or equivalently , by solving a sparse linear system of equations over R , a much-studied problem at O ( n ) space , O ( nm ) time , and faster approximations ( Greenbaum , 1997 ) .",0
517,P02-1001,a holistic lexiconbased approach to opinion mining,,rational series and their languages,"['Jean Berstel', 'Christophe Reutenauer']","4To prove ( 1 ) â ( 3 ) , express f as an FST and apply the well-known Kleene-Sch Â¨ utzenberger construction ( Berstel and Reutenauer , 1988 ) , taking care to write each regexp in the construction as a constant times a probabilistic regexp .",2
518,J07-1005,a holistic lexiconbased approach to opinion mining,,effective mapping of biomedical text to the umls metathesaurus the metamap program,['Alan R Aronson'],"Second , software for utilizing this ontology already exists : MetaMap ( Aronson 2001 ) identifies concepts in free text , and SemRep ( Rindflesch and Fiszman 2003 ) extracts relations between the concepts .",0
519,W14-1815,a holistic lexiconbased approach to opinion mining,,automatic analysis of rhythmic poetry with applications to generation and translation,"['Erica Greene', 'Tugba Bodrumlu', 'Kevin Knight']","Our work is more similar to NLG work that concentrates on structural constraints such as generative poetry ( Greene et al. , 2010 ) ( Colton et al. , 2012 ) ( Jiang and Zhou , 2008 ) or song lyrics ( Wu et al. , 2013 ) ( Ramakrishnan A et al. , 2009 ) , where specified meter or rhyme schemes are enforced .",4
520,E03-1005,a holistic lexiconbased approach to opinion mining,,a dop model for semantic interpretation,"['R Bonnema', 'R Bod', 'R Scha']","Most DOP models , such as in Bod ( 1993 ) , Goodman ( 1996 ) , Bonnema et al. ( 1997 ) , Sima'an ( 2000 ) and Collins & Duffy ( 2002 ) , use a likelihood criterion in defining the best parse tree : they take ( some notion of ) the most likely ( i.e. most probable ) tree as a candidate for the best tree of a sentence .",0
521,J02-3002,a holistic lexiconbased approach to opinion mining,,adaptive multilingual sentence boundary disambiguation,"['David D Palmer', 'Marti A Hearst']",The best performance on the WSJ corpus was achieved by a combination of the SATZ system ( Palmer and Hearst 1997 ) with the Alembic system ( Aberdeen et al. 1995 ) : a 0.5 % error rate .,4
522,J05-3003,a holistic lexiconbased approach to opinion mining,,from grammar to lexicon unsupervised learning of lexical syntax,['Michael Brent'],"The extracted frames are noisy as a result of parser errors and so are filtered using the binomial hypothesis theory ( BHT ) , following Brent ( 1993 ) .",0
523,A00-1019,a holistic lexiconbased approach to opinion mining,,retrieving collocations by cooccurrences and word order constraints,"['Sayori Shimohata', 'Toshiyuki Sugio', 'Junji Nagata']","This method allows the efficient retrieval of arbitrary length n-grams ( Nagao and Mori , 94 ; Haruno et al. , 96 ; Ikehaxa et al. , 96 ; Shimohata et al. , 1997 ; Russell , 1998 ) .",0
524,J86-1002,a holistic lexiconbased approach to opinion mining,,pattern recognition as ruleguided inductive inference,['R Michalski'],"The current system learns finite state flowcharts whereas typical learning systems usually acquire coefficient values as in Minsky and Papert ( 1969 ) , assertional statements as in Michalski ( 1980 ) , or semantic nets as in Winston ( 1975 ) .",4
525,D10-1002,a holistic lexiconbased approach to opinion mining,,kbest combination of syntactic parsers,"['Hui Zhang', 'Min Zhang', 'Chew Lim Tan', 'Haizhou Li']","Our most accurate product model achieves an F score of 92.5 without the use of discriminative reranking and comes close to the best known numbers on this test set ( Zhang et al. , 2009 ) .",4
526,J87-3002,a holistic lexiconbased approach to opinion mining,,the design of a computer language for linguistic information,['S Shieber'],"To demonstrate that this is possible we have implemented a system which constructs dictionary entries for the PATR-II system ( Shieber , 1984 and references therein ) .",2
527,W01-1510,a holistic lexiconbased approach to opinion mining,,adapting hpsgtotag compilation to widecoverage grammars,"['Tilman Becker', 'Patrice Lopez']","Other works ( Kasper et al. , 1995 ; Becker and Lopez , 2000 ) convert HPSG grammars into LTAG grammars .",4
528,J07-1005,a holistic lexiconbased approach to opinion mining,,improving fulltext precision on short queries using simple constraints,['Marti A Hearst'],The work of Hearst ( 1996 ) demonstrates that faceted queries can be converted into simple filtering constraints to boost precision .,0
529,P02-1001,a holistic lexiconbased approach to opinion mining,,a systolic array algorithm for the algebraic path problem shortest paths matrix inversion,['G¨unter Rote'],"Efficient hardware implementation is also possible via chip-level parallelism ( Rote , 1985 ) .",5
530,P97-1063,a holistic lexiconbased approach to opinion mining,,how to compile a bilingual collocational lexicon automaticallyquot,['F Smadja'],"2We could just as easily use other symmetric `` association '' measures , such as 02 ( Gale & Church , 1991 ) or the Dice coefficient ( Smadja , 1992 ) .",4
531,J06-2002,a holistic lexiconbased approach to opinion mining,,efficient contextsensitive generation of referring expressions,"['Emiel Krahmer', 'Mari¨et Theune']","Krahmer and Theune ( 2002 ) have argued that Dale and Reiter 's ( 1995 ) dichotomy between salient and nonsalient objects ( where the objects in the domain are the salient ones ) should be replaced by an account that takes degrees of salience into account : No object can be too unsalient to be referred to , as long as the right properties are available .",0
532,J86-1002,a holistic lexiconbased approach to opinion mining,,construction of programs from example computations,"['A Biermann', 'R Krishnaswamy']",The acquisition of dialogue as implemented in VNLCE is reminiscent of the program synthesis methodology developed by Biermann and Krishnaswamy ( 1976 ) where program flowcharts were constructed from traces of their behaviors .,4
533,W05-0709,a holistic lexiconbased approach to opinion mining,,the unicode standard,"['Joan Aliprand', 'Julie Allen', 'Joe Becker', 'Mark Davis', 'Michael Everson']","Character classes , such as punctuation , are defined according to the Unicode Standard ( Aliprand et al. , 2004 ) .",2
534,W01-0706,a holistic lexiconbased approach to opinion mining,,evaluation techniques for automatic semantic extraction comparing semantic and window based approaches,['G Greffenstette'],"Rather than producing a complete analysis of sentences , the alternative is to perform only partial analysis of the syntactic structures in a text ( Harris , 1957 ; Abney , 1991 ; Greffenstette , 1993 ) .",0
535,J91-2003,a holistic lexiconbased approach to opinion mining,,paragraph structure inference,['E J Crothers'],"Finally , it has been shown by Groesser ( 1981 ) that the ratio of derived to explicit information necessary for understanding a piece of text is about 8:1 ; furthermore , our reading of the analysis of five paragraphs by Crothers ( 1979 ) strongly suggests that only the most direct or obvious inferences are being made in the process of building a model or constructing a theory of a paragraph .",3
536,W06-3813,a holistic lexiconbased approach to opinion mining,,a representation of complex events and processes for the acquisition of knowledge from text,['Fernando Gomez'],"In other methods , lexical resources are specifically tailored to meet the requirements of the domain ( Rosario and Hearst , 2001 ) or the system ( Gomez , 1998 ) .",0
537,J86-1002,a holistic lexiconbased approach to opinion mining,,scripts plans goals and understanding lawrence erlbaum associates,"['R Schank', 'R Abelson']","The exact form of M ( Si ) need not be discussed at this point ; it could be a conceptual dependence graph ( Schank and Abelson 1977 ) , a deep parse of Si , or some other representation .",0
538,D12-1037,a holistic lexiconbased approach to opinion mining,,a simplex armijo downhill algorithm for optimizing statistical machine translation decoding parameters,"['Bing Zhao', 'Shengyuan Chen']","Some methods are based on likelihood ( Och and Ney , 2002 ; Blunsom et al. , 2008 ) , error rate ( Och , 2003 ; Zhao and Chen , 2009 ; Pauls et al. , 2009 ; Galley and Quirk , 2011 ) , margin ( Watanabe et al. , 2007 ; Chiang et al. , 2008 ) and ranking ( Hopkins and May , 2011 ) , and among which minimum error rate training ( MERT ) ( Och , 2003 ) is the most popular one .",0
539,W04-0910,a holistic lexiconbased approach to opinion mining,,learning to paraphrase an unsupervised approahc using mutliplesequence alignment,"['R Barzilay', 'L Lee']","Similarly , ( Barzilay and Lee , 2003 ) and ( Shinyanma et al. , 2002 ) learn sentence level paraphrase templates from a corpus of news articles stemming from different news source .",0
540,W06-1104,a holistic lexiconbased approach to opinion mining,,computing semantic relatedness across parts of speech,['Iryna Gurevych'],This setup is also scalable to a higher number of word pairs ( 350 ) as was shown in Gurevych ( 2006 ) .,0
541,W04-1805,a holistic lexiconbased approach to opinion mining,,lexicallybased terminology structuring some inherent limits,"['Natalia Grabar', 'Pierre Zweigenbaum']","More recent work on terminology structuring has focussed on formal similarity to develop hypotheses on the semantic relationships between terms : Daille ( 2003 ) uses derivational morphology ; Grabar and Zweigenbaum ( 2002 ) use , as a starting point , a number of identical characters .",0
542,P10-2059,a holistic lexiconbased approach to opinion mining,,the hcrc map task corpus language and speech,"['Anne H Anderson', 'Miles Bader', 'Ellen Gurman Bard', 'Elizabeth Boyle', 'Gwyneth Doherty', 'Simon Garrod', 'Stephen Isard', 'Jacqueline Kowtko', 'Jan McAllister', 'Jim Miller', 'Catherine Sotillo', 'Henry S Thompson', 'Regina Weinert']","Louwerse et al. ( 2006 ) and Louwerse et al. ( 2007 ) study the relation between eye gaze , facial expression , pauses and dialogue structure in annotated English map-task dialogues ( Anderson et al. , 1991 ) and find correlations between the various modalities both within and across speakers .",0
543,J04-3001,a holistic lexiconbased approach to opinion mining,,scaling to very very large corpora for natural language disambiguation,"['Michele Banko', 'Eric Brill']","Some examples include text categorization ( Lewis and Catlett 1994 ) , base noun phrase chunking ( Ngai and Yarowsky 2000 ) , part-of-speech tagging ( Engelson Dagan 1996 ) , spelling confusion set disambiguation ( Banko and Brill 2001 ) , and word sense disambiguation ( Fujii et al. 1998 ) .",0
544,J00-3003,a holistic lexiconbased approach to opinion mining,,empirical studies on the disambiguation of cue phrases,"['Julia B Hirschberg', 'Diane J Litman']",It is known that certain cue words and phrases ( Hirschberg and Litman 1993 ) can serve as explicit indicators of discourse structure .,3
